설치장소,주소,급속충전기(대),지원차종
황새울국민체육센터,경기도 성남시 분당구 수내동 43,1,"SM3 Z.E,테슬라"
가천대 글로벌캠퍼스,경기도 성남시 성남대로 1342,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
노외주차장(건우공영),경기도 성남시 수정구 태평동 224-6,1,"SM3 Z.E,테슬라"
노외주차장(복정제5),경기도 성남시 수정구 복정동 688,1,"SM3 Z.E,테슬라"
래미안위례아파트,경기도 성남시 수정구 창곡동 위례순환로 150,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
성남지사,경기도 성남시 수정구 제일로 202,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
성남지사(공용),경기도 성남시 수정구 제일로 202,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
시흥동 행정복지센터,경기도 성남시 수정구 시흥동 17-8,1,"SM3 Z.E,테슬라"
위례센트럴푸르지오아파트,경기도 성남시 수정구 창곡동 위례순환로 211,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
위례아트리버푸르지오1단지,경기도 성남시 수정구 창곡동 위례광장로 70,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
위례아트리버푸르지오2단지,경기도 성남시 수정구 창곡동 위례순환로 130,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
위례자연앤센트럴자이 아파트,경기도 성남시 수정구 창곡동 504,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
위례자이아파트,경기도 성남시 수정구 창곡동 109-4,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
위례호반베르디움,경기도 성남시 수정구 창곡동 위례중앙로 216,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
힐스테이트위례,경기도 성남시 수정구 창곡동 위례동로 15,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도촌5단지,경기도 성남시 중원구 도촌동 704,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
섬마을7단지,경기도 성남시 중원구 도촌동 도촌남로 101,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성남 도촌섬마을1단지,경기도 성남시 중원구 도촌동 도촌남로 22,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성남동제2공영주차장,경기도 성남시 중원구 성남동 2874,1,"SM3 Z.E,테슬라"
중앙동 롯데캐슬아파트,경기도 성남시 중원구 희망로 415,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
중원어린이도서관,경기도 성남시 중원구 금광동 3487,1,"SM3 Z.E,테슬라"
중원청소년수련관,"경기도 성남시 중원구 둔촌대로 332 (하대원동, 중원청소년수련관)",1,"SM3 Z.E,테슬라"
e편한세상 금호파크힐스,서울특별시 성동구 금호동1가 금호로 140,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
광진성동지사,서울특별시 성동구 마장로27길 13,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
금호스포츠센터,서울특별시 성동구 금호동4가 56,1,"SM3 Z.E,테슬라"
금호자이1차,서울특별시 성동구 금호동2가 금호로 117,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
뚝섬유수지 공영주차장,서울특별시 성동구 성수동1가 685-63번지,7,"SM3 Z.E,테슬라"
리버그린동아 아파트,서울특별시 성동구 응봉동 고산자로4길 34,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울 새활용플라자,서울특별시 성동구 자동차시장길 49,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울숲M타워,서울특별시 성동구 성수동1가 656-334,1,"SM3 Z.E,테슬라"
서울숲SK V1 타워,서울특별시 성동구 성수동2가 284-55,6,"SM3 Z.E,테슬라"
서울숲푸르지오 아파트,서울특별시 성동구 금호동4가 금호로 15,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성수2차대우 아파트,서울특별시 성동구 성수동1가 상원6길 16,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성수동아이파크 아파트,서울특별시 성동구 성수동2가 성수이로 137,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
센트라스 1획지,서울특별시 성동구 하왕십리동 843,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
센트라스 2획지,서울특별시 성동구 상왕십리동 289-5,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
센트라스 3획지,서울특별시 성동구 상왕십리동 302-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
센트라스 6획지,서울특별시 성동구 하왕십리동 674-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한양대학교,서울특별시 성동구 사근동 110,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
행당한진타운,서울특별시 성동구 행당동 행당로 82,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고려대학교,서울특별시 성북구 안암동5가 1-2 (고려대학교안암캠퍼스),2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고려대학교(자연과학),서울특별시 성북구 안암동5가 126-16 (고려대학교안암캠퍼스),1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
국민대학교,서울특별시 성북구 정릉동 861-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
금호어울림 센터힐 아파트,서울특별시 성북구 돈암동 643,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
길음래미안3차,서울특별시 성북구 길음동 1283,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
꿈의숲대명루첸 아파트,서울특별시 성북구 장위동 317,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대림 샹그레빌,서울특별시 성북구 하월곡동 224,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
돈암더샵아파트,서울특별시 성북구 돈암동 603,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
돈암일신건영휴먼빌 아파트,서울특별시 성북구 돈암동 524,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
돈암현대,서울특별시 성북구 돈암동 1-3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동일하이빌뉴시티 아파트,서울특별시 성북구 하월곡동 88-387,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안아트리지,서울특별시 성북구 석관동 410,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
보문하우스토리,서울특별시 성북구 보문동4가 116,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼선힐스테이트,서울특별시 성북구 삼선동2가 294-8,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
석관두산 아파트,서울특별시 성북구 석관동 10,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성북동아에코빌아파트,서울특별시 성북구 상월곡동 101,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
정릉e편한세상 아파트,서울특별시 성북구 정릉동 1028,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
정릉풍림아이원,서울특별시 성북구 정릉동 239,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
종암삼성래미안,서울특별시 성북구 종암동 80,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한신휴아파트,서울특별시 성북구 동소문동7가 23,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
현대백화점 미아점,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",4,"SM3 Z.E,테슬라"
성주지사,경상북도 성주군 성주읍 삼산리 408-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
초전농협 EVC,경상북도 성주군 초전면 대장리 685-1,2,"SM3 Z.E,테슬라"
2생활권 환승주차장1(A),세종특별자치시 나성동 719,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2생활권 환승주차장2(B),세종특별자치시 나성동 778,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을10단지,세종특별자치시 고운동 1400,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을11단지,세종특별자치시 고운동 1409,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을17단지,세종특별자치시 고운동 1386,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을20단지 호반베르디움아파트,세종특별자치시 고운동 1396,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을21단지,세종특별자치시 고운동 1390,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을22,세종특별자치시 고운동 1387,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을3단지아파트,세종특별자치시 고운동 1708,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을4단지,세종특별자치시 고운동 1703,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을5단지,세종특별자치시 고운동 1705,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가락마을9단지 아파트,세종특별자치시 고운동 1408,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가온마을2단지,세종특별자치시 다정동 산 29,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을10단지,세종특별자치시 종촌동 656,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을11단지,세종특별자치시 종촌동 654,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을12단지,세종특별자치시 종촌동 652,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을2단지아파트,세종특별자치시 종촌동 683,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을3단지,세종특별자치시 종촌동 679,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을4단지,세종특별자치시 종촌동 도움3로 160,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가재마을9단지,세종특별자치시 종촌동 697,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고운동 복합커뮤니티센터(남측),세종특별자치시 고운동 1712,1,"SM3 Z.E,테슬라"
대평동 BRT전기버스 차고지,세종특별자치시 대평동 484-118,6, 
도램15세종힐스테이트,세종특별자치시 도담동 859,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을13단지,세종특별자치시 도담동 632,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을16단지,세종특별자치시 도담동 639,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을17단지,세종특별자치시 도담동 639,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을18단지,세종특별자치시 도담동 636,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을19단지,세종특별자치시 도담동 638,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을1단지아파트,세종특별자치시 도담동 845,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을20단지,세종특별자치시 도담동 633,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을5단지,세종특별자치시 도담동 627,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
도램마을9단지,세종특별자치시 도담동 855,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기 3단지,세종특별자치시 아름동 1297,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기8단지,세종특별자치시 아름동 1279,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기마을 9단지,세종특별자치시 아름동 1282,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기마을10단지,세종특별자치시 아름동 1277,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기마을12단지,세종특별자치시 아름동 1276,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기마을1단지아파트,세종특별자치시 아름동 1339,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
범지기마을5단지,세종특별자치시 아름동 1353,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기마을6단지,세종특별자치시 아름동 1357,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
범지기마을7단지아파트,세종특별자치시 아름동 1284,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
보건소신청사,세종특별자치시 조치원읍 신흥리 53-1,2,"SM3 Z.E,테슬라"
보람동행정복지센터,세종특별자치시 보람동 631-4,1,"SM3 Z.E,테슬라"
새뜸마을3단지,세종특별자치시 새롬동 329,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
새뜸마을4단지,세종특별자치시 새롬동 373,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
새샘마을3단지아파트,세종특별자치시 소담동 333-10,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
새샘마을9단지,세종특별자치시 소담동 325,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세종 새뜸마을 11단지(새롬동),세종특별자치시 새롬동 144,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세종e편한세상,세종특별자치시 조치원읍 신안리 542,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
세종고용복지센터,"세종특별자치시 조치원읍 터미널안길 60 (상리, 세종고용복지플러스센터)",1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세종더샵레이크파크아파트(한뜰마을3단지,세종특별자치시 어진동 613,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세종시청주차장,세종특별자치시 보람동 626-5,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세종지사,세종특별자치시 조치원읍 침산리 행복8길 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세종청정 아파트,세종특별자치시 연동면 명학리 255,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
