설치장소,주소,급속충전기(대),지원차종
청주가경대림아파트,충청북도 청주시 흥덕구 가경동 764,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청주가경아이파크1단지,충청북도 청주시 흥덕구 가경동 2220,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청주아름다운나날2차,충청북도 청주시 흥덕구 복대동 증안로 100,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
충북 MBC,충청북도 청주시 흥덕구 가경동 352-8,2,"SM3 Z.E,테슬라"
충청북도보건환경연구원,충청북도 청주시 흥덕구 오송읍 연제리 676,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하복대벽산 아파트,충청북도 청주시 흥덕구 복대동 짐대로 6,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
형석2차아파트,충청북도 청주시 흥덕구 가경동 가경로 188,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 청주점,충청북도 청주시 흥덕구 가경동 1696,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
(춘천거두)초록지붕아파트,강원도 춘천시 동내면 거두리 936,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
LH강원본부,강원도 춘천시 효자동 692-10,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
LH해온채아파트,강원도 춘천시 동면 장학리 988,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강변코아루아파트,강원도 춘천시 우두동 1082,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강원도개발공사,강원도 춘천시 석사동 322-1,1,"SM3 Z.E,테슬라"
강원직할,강원도 춘천시 후평동 95,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
공지천 공영주차장,강원도 춘천시 근화동 785-10,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
김유정문학마을,강원도 춘천시 신동면 증리 868-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
남산면사무소,강원도 춘천시 남산면 창촌리 67-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
농어촌공사 강원본부,강원도 춘천시 우두동 765-5,1,"SM3 Z.E,테슬라"
동내면사무소,강원도 춘천시 동내면 신촌리 583-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동면행정복지센터,강원도 춘천시 동면 지내리 209-15,2,"SM3 Z.E,테슬라"
롯데캐슬 스카이클래스,강원도 춘천시 온의동 590,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
보배 아파트,강원도 춘천시 온의동 509,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
석사현대아파트,강원도 춘천시 석사동 813,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
소양강 공영주차장,강원도 춘천시 근화동 786-44,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
송곡대학교,강원도 춘천시 남산면 창촌리 1,1,"SM3 Z.E,테슬라"
신사우동사무소,강원도 춘천시 사농동 99-7,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
애니메이션박물관,강원도 춘천시 서면 현암리 367-3,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
의암빙상장,강원도 춘천시 송암동 700-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이마트 춘천점,강원도 춘천시 온의동 511,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
춘천 동부시장,강원도 춘천시 운교동 182-10,1,"SM3 Z.E,테슬라"
춘천극장몸짓,강원도 춘천시 효자동 531,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
춘천바이오산업진흥원,강원도 춘천시 후평동 198-53,2,"SM3 Z.E,테슬라"
춘천서부시장,강원도 춘천시 소양로2가 172-1,1,"SM3 Z.E,테슬라"
한국전기공개조합 춘천지점,강원도 춘천시 칠전동 598-5,1,"SM3 Z.E,테슬라"
호반베르디움에코아파트,강원도 춘천시 동내면 거두리 1138,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
홈플러스 춘천점,강원도 춘천시 퇴계동 141,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
후평1동행정복지센터,강원도 춘천시 후평동 713,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
휴먼시아남춘천1단지,강원도 춘천시 퇴계동 1097,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
건국대학교 글로벌캠퍼스,충청북도 충주시 단월동 322,2,"SM3 Z.E,테슬라"
계룡리슈빌2차아파트,충청북도 충주시 연수동 1763,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
국민체육센터,충청북도 충주시 호암동 569,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
금릉주차장,충청북도 충주시 금릉동 730,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
노은면 행정복지센터,충청북도 충주시 노은면 연하리 539-2,1,"SM3 Z.E,테슬라"
대소원면 주민자치센터,충청북도 충주시 대소원면 대소원로 137,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성서동 공영주차장,충청북도 충주시 성서동 453,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
세영첼시빌 아파트,충청북도 충주시 칠금동 628,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
수안보 증원회관,충청북도 충주시 수안보면 온천리 227-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
수안보연수원,충청북도 충주시 수안보면 조산공원길 64,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
엄정면 행정복지센터,충청북도 충주시 엄정면 용산리 465-4,1,"SM3 Z.E,테슬라"
월악산 선착장,충청북도 충주시 살미면 신당리 15,2,"SM3 Z.E,테슬라"
유원2차아파트,충청북도 충주시 연수동 421-7,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
유원하나 아파트,충청북도 충주시 연수동 418,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이마트 충주점,충청북도 충주시 문화동 1024,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
중앙탑면 행정복지센터,충청북도 충주시 중앙탑면 탑평리 180-5,1,"SM3 Z.E,테슬라"
중흥S클래스 아파트,충청북도 충주시 교현동 1358,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
지현동 사무소,충청북도 충주시 지현동 507,1,"SM3 Z.E,테슬라"
충주문화회관,충청북도 충주시 성내동 215,2,"SM3 Z.E,테슬라"
충주성원아파트,충청북도 충주시 교현동 삼원로 163,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
충주시청 민원주차장,충청북도 충주시 금릉동 700,1,"SM3 Z.E,테슬라"
충주시티자이아파트,충청북도 충주시 중앙탑면 용전리 721,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
충주실내체육관,충청북도 충주시 교현동 500,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
충주종합스포츠타운,충청북도 충주시 호암동 967,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
충주지사,충청북도 충주시 봉방동 82-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
충주푸르지오아파트,충청북도 충주시 봉방동 봉계1길 7,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
코오롱동신,충청북도 충주시 칠금동 825,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
탄금호국제조정경기장,충청북도 충주시 중앙탑면 탑평리 137,1,"SM3 Z.E,테슬라"
평생학습관,충청북도 충주시 금릉동 183-1,1,"SM3 Z.E,테슬라"
한라비발디아파트,충청북도 충주시 목행동 886,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
호수마을,충청북도 충주시 문화동 2305,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
호암리버빌아파트,충청북도 충주시 호암동 221-23,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가산면 다부동 전적기념관,경상북도 칠곡군 가산면 호국로 1486,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가산평생학습복지센터,경상북도 칠곡군 가산면 천평리 127,1,"SM3 Z.E,테슬라"
동명지 수변생태공원 생태체험학습관,경상북도 칠곡군 동명면 구덕리 421-1,2,"SM3 Z.E,테슬라"
북삼읍 사무소,경상북도 칠곡군 북삼읍 인평리 365-1,1,"SM3 Z.E,테슬라"
석적도서관,경상북도 칠곡군 석적읍 남중리2길 25,1,"SM3 Z.E,테슬라"
섬내공원 공영주차장,경상북도 칠곡군 석적읍 중리 884-162,1,"SM3 Z.E,테슬라"
송정자연휴양림,경상북도 칠곡군 석적읍 반계3길 88,1,"SM3 Z.E,테슬라"
왜관전통시장 공영주차장,경상북도 칠곡군 왜관읍 왜관리 210-24,1,"SM3 Z.E,테슬라"
월드피아,경상북도 칠곡군 기산면 지산로 961,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
지천면 사무소,경상북도 칠곡군 지천면 신리 357-1,1,"SM3 Z.E,테슬라"
칠곡 효성해링턴 플레이스1단지,경상북도 칠곡군 석적읍 남율로9길 33,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
칠곡경찰서,경상북도 칠곡군 약목면 칠곡대로 1050,2,"SM3 Z.E,테슬라"
칠곡군농업기술센터,경상북도 칠곡군 약목면 동안리 617-28,2,"SM3 Z.E,테슬라"
칠곡군종합운동장 주차장,경상북도 칠곡군 왜관읍 석전리 883,2,"SM3 Z.E,테슬라"
칠곡도서관 공용주차장,경상북도 칠곡군 왜관읍 왜관리 1542,1,"SM3 Z.E,테슬라"
칠곡왜관3주공아파트,경상북도 칠곡군 왜관읍 평장7길 11,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
칠곡지사,경상북도 칠곡군 왜관읍 구상길 178,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
칠곡지사(공용),경상북도 칠곡군 왜관읍 구상길 178,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이마트 태백점,강원도 태백시 화전동 113,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
철암동보건소,강원도 태백시 철암동 349-18,1,"SM3 Z.E,테슬라"
태백시보건소,강원도 태백시 황지동 20-8,1,"SM3 Z.E,테슬라"
태백지사,강원도 태백시 황지동 201-22,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
황연동행정복지센터,강원도 태백시 황지동 274-735,1,"SM3 Z.E,테슬라"
근흥면사무소,충청남도 태안군 근흥면 용신리 453-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
남문공용주차장II,충청남도 태안군 태안읍 남문리 156-3,2,"SM3 Z.E,테슬라"
만리포 보건진료소 부설주차장,충청남도 태안군 소원면 모항리 1393,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
원북면사무소,충청남도 태안군 원북면 반계리 174-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
진흥w-parkd 아파트,충청남도 태안군 태안읍 남문리 90-10,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
태안 서부전통시장,충청남도 태안군 태안읍 남문리 156-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
태안군청 부설주차장,충청남도 태안군 태안읍 남문리 90,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
태안보건의료원,충청남도 태안군 태안읍 남문리 90,2,"SM3 Z.E,테슬라"
태안읍사무소 부설주차장,충청남도 태안군 태안읍 남문리 300-6,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
태안지사,충청남도 태안군 태안읍 남문리 692-5,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
태안평천휴먼시아,충청남도 태안군 태안읍 동문리 59-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
덕진왈츠1차,경상남도 통영시 용남면 장평리 222-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미수현대 아파트,경상남도 통영시 미수동 291-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이마트 통영점,경상남도 통영시 광도면 죽림리 1566-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
일성르네상스,경상남도 통영시 무전동 1063,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
일성한샘빌라1차,경상남도 통영시 무전동 1024-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
일성한솔타운,경상남도 통영시 무전동 994-12,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
장원썬비치 아파트,경상남도 통영시 미수동 960-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
주영더팰리스2차,경상남도 통영시 광도면 죽림리 248-4,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
케이블카제2주차장,경상남도 통영시 도남동 349-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
통영 충무체육관,경상남도 통영시 북신동 80-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
통영시사량면사무소,경상남도 통영시 사량면 금평리 123-1,1,"SM3 Z.E,테슬라"
통영시욕지면사무소,경상남도 통영시 욕지면 동항리 788,1,"SM3 Z.E,테슬라"
통영시장애인종합복지관,경상남도 통영시 용남면 장문리 912,1,"SM3 Z.E,테슬라"
통영시종합사회복지관,경상남도 통영시 무전동 464-1,1,"SM3 Z.E,테슬라"
통영시청2청사,경상남도 통영시 무전동 376-1,2,"SM3 Z.E,테슬라"
통영죽림푸르지오1차 아파트,경상남도 통영시 광도면 죽림리 1579,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
통영지사,경상남도 통영시 광도면 죽림리 1575-2,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
통영지사(공용),경상남도 통영시 광도면 죽림리 1575-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
통영항여객선터미널,경상남도 통영시 서호동 316,1,"SM3 Z.E,테슬라"
한려해상생태탐방원,경상남도 통영시 산양읍 연화리 1192,2,"SM3 Z.E,테슬라"
한선파라디움,경상남도 통영시 광도면 죽림리 1578-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한진로즈힐비치(1단지),경상남도 통영시 무전동 1054-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한진로즈힐비치(2단지),경상남도 통영시 무전동 1054-5,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
현대성우오스타1단지,경상남도 통영시 광도면 안정리 1075,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
휴엔하임아파트,경상남도 통영시 무전동 1025-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
가람마을11단지,경기도 파주시 와동동 가온로 256,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
국립민속박물관(파주관),경기도 파주시 탄현면 법흥리 1631-3,1,"SM3 Z.E,테슬라"
금촌공영주차장,경기도 파주시 중앙로 87,2,"SM3 Z.E,테슬라"
금촌파라다이스 아파트,경기도 파주시 아동동 정담길 20,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
금촌후곡마을4단지,경기도 파주시 금촌동 992,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
농어촌공사 파주·고양지사,경기도 파주시 금촌동 778,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대방노블랜드(2차)아파트,경기도 파주시 금촌동 1015,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대원효성,경기도 파주시 다율동 청석로 300,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
산내마을 3단지,경기도 파주시 목동동 911,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서원마을7단지,경기도 파주시 금촌동 1019번지,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성원포레스타운 아파트,경기도 파주시 평화로 306,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
자연앤꿈에그린6단지,경기도 파주시 문산읍 당동1로 11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
전통건축수리기술진흥재단,경기도 파주시 탄현면 법흥리 1631-2,1,"SM3 Z.E,테슬라"
파주 차량등록사업소,경기도 파주시 문산읍 문산리 31-44,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
파주시 농업기술센터(농산물가공센터측),경기도 파주시 월롱면 영태리 379,1,"SM3 Z.E,테슬라"
파주지사 신사옥,경기도 파주시 금바위로 60,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
파주지사 신사옥,경기도 파주시 와동동 1377,2,"SM3 Z.E,테슬라"
파주힐스테이트2차,경기도 파주시 문산읍 당동1로 67,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
팜스프링아파트,경기도 파주시 금촌동 7,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한빛5단지 아파트,경기도 파주시 한빛로 70,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한빛마을1단지한라비발디센트럴파크,경기도 파주시 야당동 미래로 422,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한빛마을8단지,경기도 파주시 야당동 1031,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
해솔마을5단지삼부르네상스 아파트,경기도 파주시 목동동 가온로 67,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
HAPPY700 평창시네마,강원도 평창군 용평면 장평리 374-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대관령면 관광안내소,강원도 평창군 대관령면 횡계리 376-10,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
봉평면사무소,강원도 평창군 봉평면 창동리 345,1,"SM3 Z.E,테슬라"
봉평시장공용주차장,강원도 평창군 봉평면 창동리 396-38,1,"SM3 Z.E,테슬라"
알펜시아리조트,강원도 평창군 대관령면 용산리 425,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
용평리조트,강원도 평창군 대관령면 용산리 130,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
태장위너빌아파트,강원도 평창군 진부면 하진부리 42-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
평창교육지원청,강원도 평창군 평창읍 중리 240,1,"SM3 Z.E,테슬라"
평창군농업기술센터,강원도 평창군 평창읍 여만리 357-6,1,"SM3 Z.E,테슬라"
평창군보건의료원,강원도 평창군 평창읍 하리 233,1,"SM3 Z.E,테슬라"
평창소방서,강원도 평창군 평창읍 후평리 737,1,"SM3 Z.E,테슬라"
평창영월정선 축협,강원도 평창군 대관령면 횡계리 374-18,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
평창올림픽선수촌아파트,강원도 평창군 대관령면 수하리 500,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
평창지사,강원도 평창읍 중리 156-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
LH 리더스 하임 아파트,경기도 평택시 비전3로 59,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
국민건강보험공단 평택지사,경기도 평택시 고덕동 1884-2,1,"SM3 Z.E,테슬라"
모아미래도2단지아파트,경기도 평택시 포승읍 도곡리 1115,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
배다리도서관,경기도 평택시 죽백6로 20 (죽백동),1,"SM3 Z.E,테슬라"
서광프리메라아파트,경기도 평택시 안중읍 현화리 841,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
송탄효명아파트,경기도 평택시 장당동 탄현로1번길 77,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
영화블렌하임아파트,경기도 평택시 고덕면 궁리 520,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
우림필유골드154,경기도 평택시 안중읍 현화리 820-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
원평제1공영주차장,경기도 평택시 평택동 185-47,1,"SM3 Z.E,테슬라"
유승한내들퍼스트뷰,경기도 평택시 청북읍 옥길리 1153,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청북 유승한내들,경기도 평택시 청북읍 옥길리 1094,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청북이안아파트,경기도 평택시 청북읍 옥길리 1091,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청북풍림아이원,경기도 평택시 청북읍 옥길리 1144,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청북한양수자인아파트,경기도 평택시 청북읍 옥길리 1150,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
통복공영주차장,경기도 평택시 통복동 81-8,1,"SM3 Z.E,테슬라"
평택더샵 포스코,경기도 평택시 서정동 서정북로 99,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
평택롯데캐슬아파트,경기도 평택시 서정동 송탄로 170,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
평택벽산늘푸른,경기도 평택시 비전동 중앙로 335,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
