충전소ID,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처
3865,김포아울렛 타워존,경기 김포시 고촌읍 전호리 668,타워존 지하1층 B03기둥 앞,37.59810027,126.7840441,10:00~21:00,1899-2100
3651,장자마을신명아파트,경기 구리시 교문동 826,지하1층,37.58618091,127.1371432,24시간,1899-2100
3775,노변공영주차장,대구광역시 수성구 시지동 490,노변공영주차장,35.83919899,128.6942758,24시간,1899-2100
4030,북서울시립미술관,서울특별시 노원구 중계동 508,"지하 B1 ,11",37.6408618,127.0669081,24시간,02-950-6246
2641,동부아파트,강원도 삼척시 교동 501-5,동부A마을회관 앞 주차장,37.45598317,129.1655932,24시간,1899-2100
327,철원지사,강원도 철원군 갈말읍 군탄리 1028-199,출입구 통과후 좌측,38.1475409,127.3025954,06~23시,1899-2100
3885,신내건영1차 아파트,서울 중랑구 상봉동 1,지하2층,37.604091,127.093513,24시간,1899-2100
3640,한일아파트,강원도 원주시 단구동 1517-2,지하2 주차장,37.32896857,127.9486307,24시간,1899-2100
3904,동해 아이파크 아파트,강원 동해시 이도동 751,주차장,37.47708209,129.1089177,24시간,1899-2100
4116,대전경제통상진흥원,대전광역시 유성구 장동 23-14,지하주차장,36.39247697,127.3602837,24시간,1899-2100
4122,괴산문화체육센터,,,33,124,24시간,1899-2100
4127,리버파크자이아파트,충청북도 청주시 흥덕구 옥산면 가락리 981,,33,124,24시간,1899-2100
4136,백석생활체육공원,경기도 양주시 백석읍 오산리 256,백석생활체육공원 지상 주차장,37.8137714,126.9827521,24시간,1899-2100
3901,그린내하우스,강원 강릉시 입암동 97-13,주차장,37.7608299,128.918984,24시간,1899-2100
4088,한국전력공사 영종지사 사옥,인천광역시 중구 운서동 3099-2,메인 입구 좌측 주차장,37.48946775,126.5002355,06~18시,1899-2100
4090,지동시장,경기도 수원시 팔달구 지동 401-19,고객전용주차장,37.2778364,127.0204025,24시간,1899-2100
4091,비산e편한세상아파트,경기도 안양시 동안구 비산동 1165,주차장입구에서들어가 좌측,37.399991,126.942446,24시간,1899-2100
4092,용호마을E편한세상아파트,경기도 군포시 당동 979-1,아파트,37.343594,126.936685,24시간,1899-2100
3682,서초아크빌,서울 서초구 서초동 1568-1,지하2층 주차장,37.49068178,127.0128454,24시간,1899-2100
3818,김포아울렛_본관,경기 김포시 고촌읍 전호리 654,East동 지하2층 F04번 기둥,37.599156,126.785823,10:00~21:00,1899-2100
3771,경상북도 포항교육지원청,경북 포항시 북구 양덕동 894,우측 주차장,36.09674954,129.3743696,24시간,1899-2100
3779,한일우호관,대구 달성군 가창면 우록리 175-1,한일우호관 주차장,35.72335846,128.6471482,24시간,1899-2100
3804,모라중학교 지하 공영주차장,부산광역시 사상구 백양대로936,주차장 진입후 좌측편,35.190173,128.992587,24시간,1899-2100
156,서대구지사,대구광역시 서구 달서로 85,지상주차장(후문 동측 고객용),35.869746,128.570835,주중/주말 : 06시~23시,1899-2100
3683,신정동일하이빌아파트,서울 양천구 신정동 1310,"지하1층 105동 1,2호 라인",37.51181951,126.8397607,24시간,1899-2100
3264,메이퀸 웨딩홀,서울 금천구 독산동 152-1,철골 주차장 2층,37.47264941,126.8975386,24시간,1899-2100
2748,삼산 한화 꿈에그린2단지,울산광역시 남구 삼산동 324-17,B1 / 48,35.53569365,129.347702,24시간,1899-2100
1227,양주자이1단지,경기도 양주시 삼숭동 삼숭로38번길 78-30,P16 지하주차장,37.79354941,127.1059241,24시간,1899-2100
3684,오포금강KCC,경기도 광주시 오포읍 능평리 914,지하주차장 전기실 옆,37.35691671,127.1630024,24시간,1899-2100
3806,삼남면행정복지센터,울산 울주군 삼남면 교동리 728-1,삼남면행정복지센터 진입로 좌측도로변,35.54088265,129.1084112,24시간,1899-2100
3748,주남저수지,경남 창원시 의창구 동읍 월잠리 303-7,람사르문화관 옆 주차장,35.30658514,128.6781327,24시간,1899-2100
3785,한국산업인력공단 경북동부지사,경북 포항시 북구 장성동 1370-11,주차장,36.08706221,129.3878284,24시간,1899-2100
3766,기업개발원,전남 나주시 빛가람동 301-1,지상주차장,35.01943348,126.7952921,"월-목 : 24시간, 금 : 18시전",1899-2100
3728,광주시 차량등록사업소,경기도 광주시 장지동 214-7,주차장,37.38716538,127.2456923,24시간,1899-2100
3756,와룡면행정복지센터,경상북도 안동시 와룡면 태리 52-3,와룡면행정복지센터 주차장,36.61631921,128.7665455,24시간,1899-2100
3832,도로교통공단 제주지부,제주특별자치도 제주시 노형동 3220,,33.4750458,126.4647778,,1899-2100
3833,한경농협 하나로마트,제주특별자치도 제주시 한경면 신창리 18-2,,33.34664809,126.1902546,,1899-2100
3836,번개과학체험관,제주특별자치도 서귀포시 토평동 1799,,33.28952291,126.5886129,,1899-2100
3364,별내LH별사랑마을2-10단지아파트,경기도 남양주시 별내동 별내3로 251,지하주차장 B02구역,37.659898,127.119324,24시간,1899-2100
2788,서산읍내현대아파트,충청남도 서산시 읍내동 호수공원6로 19,지상 주차장 106동 앞,36.775843,126.445722,24시간,1899-2100
3757,북항 해상케이블카,전남 목포시 죽교동 516-105,(실외캐노피기설)실외주차장,34.7992615,126.3701754,24시간,1899-2100
3704,양지마을8단지,경기도 의정부시 낙양동 754,지하주차장,37.75376175,127.1115152,24시간,1899-2100
3694,우진아트빌아파트,전라남도 목포시 석현동 816-17,(실내지하)지하,34.81897986,126.420402,24시간,1899-2100
3738,동화주차장,경기도 화성시 봉담읍 동화리 557,동화주차장 내,37.220453,126.95505,24시간,1899-2100
2002,월드메르디앙이스턴애비뉴 아파트,경상남도 창원시 성산구 외동 창원대로 780,지하1층 103동 008기둥앞,35.212696,128.677927,24시간,1899-2100
3761,순천로컬푸드,전남 순천시 조례동 1871,로컬푸드주차장 입구 측,35.02375204,127.4536055,24시간,1899-2100
3802,진영공설운동장,경남 김해시 진영읍 진영리 1344-2,정문주차장입구통과후 좌측 주차면,35.30778196,128.7183584,24시간,1899-2100
3718,봉평면사무소,강원 평창군 봉평면 창동리 345,봉평면사무소 뒷편 예비군대대,37.6161884,128.3797302,24시간,1899-2100
3776,양지로공영주차장,대구 남구 대명동 2152-5,양지로공영주차장,35.85094249,128.5788881,24시간,1899-2100
3734,융건릉(1),,지상주차장,37.20577802,126.9923132,24시간,1899-2100
94,나주지사,전라남도 나주시 왕건길 53,정문 주차장 좌측,35.017546,126.713099,주중/주말 : 06시~23시,1899-2100
3763,신창동 행정복지센터,광주 광산구 신창동 1171-3,(실외완전노출)주차장 입구 좌측,35.19556551,126.8407497,24시간,1899-2100
3724,속초해양경찰서,강원도 속초시 동명동 53-23,해양경찰서내 주차장,38.21228638,128.5976834,09~18시,1899-2100
3858,신세계 센텀점,부산 해운대구 우동 1495,지하주차장 2층,35.168914,129.12979,11:00 ~ 20:00,1899-2100
3627,광주송정역모아엘가아파트,광주광역시 광산구 평동로1101번길 40,(실내지하)지하주차장,35.137219,126.787234,24시간,1899-2100
3385,테니스파크,강원도 양구군 양구읍 하리 439,실내테니스장 옆 주차장,38.11732567,127.9896014,24시간,1899-2100
3730,중리주차장,경기도 화성시 중동 165,주차장 내,37.20515768,127.1393318,24시간,1899-2100
3850,신세계 강남점,서울 서초구 반포동 19-3,지하4층,37.50415249,127.0029179,24시간,1899-2100
3933,화천지사,강원도 화천군 화천읍 상리 2-26,주차장,38.11093378,127.7078887,24시간,1899-2100
3934,정선지사,강원도 정선군 정선읍 북실리 756-11,주차장,37.38004848,128.6504211,24시간,1899-2100
3819,한전김포지사,경기 김포시 장기동 2083-1,주차장 차단기 앞,37.639213,126.681156,24시간,1899-2100
3602,돈암현대,서울 성북구 돈암동 1-3,지하 1층 주차장 출구앞,37.60393458,127.0285722,24시간,1899-2100
3712,신일유토빌아파트,강원도 원주시 우산동 821,지하주차장,37.37316075,127.9407191,24시간,1899-2100
3716,강원도교육연수원,강원도 강릉시 초당동 57-18,주차장,37.78644219,128.9183389,24시간,1899-2100
3793,유구농협하나로타운,충남 공주시 유구읍 석남리 297,주차장,36.55292711,126.9531833,24시간,1899-2100
3893,송도현대아파트,부산광역시 서구 암남동 611-1,지하주차장,35.070507,129.01709,24시간,1899-2100
3852,신세계 의정부점,경기 의정부시 의정부동 168-54,신세계백화점 4층 주차장,37.7375398,127.0462365,11~20시,1899-2100
3719,먹거리단지,강원 횡성군 횡성읍 곡교리 128-2,주차장,37.46053312,127.9747258,24시간,1899-2100
3636,포남2주공아파트,강원 강릉시 포남동 1209,지상 111동과 어린이놀이터 사이,37.78037631,128.9168789,24시간,1899-2100
3807,김해시 농업기술센터,경상남도 김해시 전하로198번길 102 (전하동),정문입구에서 좌측 화단옆,35.212832,128.87059,24시간,1899-2100
3764,임회면사무소,전남 진도군 임회면 석교리 803-1,(실외완전노출)진입 후 좌측 주차장,34.40592105,126.1901605,24시간,1899-2100
3702,애경사원아파트,충청남도 청양군 정산면 서정리 293-9,지상 옥외주차장(관리사무소옆),36.39825592,126.9422914,24시간,1899-2100
3699,노은카운티스아파트,대전광역시 유성구 노은동 495,101동 지하 주차장,36.370633,127.316309,24시간,1899-2100
3769,강동보건소,서울 강동구 성내동 541-2,치매요양센터 앞 주차장,37.52944005,127.1255335,24시간,1899-2100
3772,학산근린공원삼거리주차장,대구 달서구 본동 1119,주차장 출구 오른쪽,35.83232725,128.5385782,24시간,1899-2100
3686,서광프리메라아파트,경기도 평택시 안중읍 현화리 841,옥외 관리사무소 앞 주차장(지상),36.98064826,126.9224466,24시간,1899-2100
3695,신안실크밸리7차,전라남도 목포시 죽교동 704,(실내지하)주차장 진입 후 좌->우,34.80526207,126.3665772,24시간,1899-2100
4084,중리롯데캐슬상가,,상가지하주차장,35.86632042,128.5494897,24시간,1899-2100
4031,오산시청,경기도 오산시 오산동 915,시청 주차장 내,37.1498603,127.0759075,24시간,1899-2100
4068,식품산업연구센터,전라남도 나주시 동수동 385-5,주차장입구에서 좌회전,34.98452698,126.6898298,24시간,1899-2100
3903,희망Dream아파트,강원 동해시 용정동 25-145,주차장,37.50591218,129.1278326,24시간,1899-2100
3708,장수타워팰리스아파트,전라북도 장수군 장수읍 노하리 1283,지상,35.6491526,127.5149165,24시간,1899-2100
3743,조암주차장,경기도 화성시 우정읍 조암리 366-1,우정조암공영주차장,37.084203,126.814566,24시간,1899-2100
3797,한국천문연구원,대전광역시 유성구 대덕대로 776,천문연구원 좌측 주차장,36.399511,127.374336,24시간,1899-2100
3689,서동탄역파크자이아파트,경기도 화성시 능동 1282,B3F 주차장,37.20263192,127.0503213,24시간,1899-2100
1156,노형아이파크,제주특별자치도 제주시 노형동 원노형로 90,주차장,33.48043293,126.4835037,24시간,1899-2100
3681,양재리본타워2단지아파트,서울 서초구 양재동 212,지하1층 201동,37.46480903,127.035923,24시간,1899-2100
3890,동탄2 제일풍경채아파트,경기도 화성시 동탄대로4가길 26,B3,33,127,24시간,1899-2100
3701,내포이지더원,충청남도 예산군 삽교읍 목리 894-1,지하 1층 61~67,36.66304302,126.6706162,24시간,1899-2100
3813,연세대학교,서울특별시 서대문구 신촌동 134,중앙 지하 주차장 B2(G5),37.56469969,126.9394969,24시간,1899-2100
3829,티스테이션 전주역점,전라북도 전주시 덕진구 백제대로 760,티스테이션 주차장,35.846032,127.152068,24시간,1899-2100
3869,파주지사 신사옥,경기 파주시 와동동 1377,지상 1층,37.72950442,126.7588996,24시간,1899-2100
4080,삭제요청,경기도 화성시 진안동 874-1,주차타워 2층,37.21362297,127.0398171,24시간,1899-2100
4082,인천광역시청,인천광역시 남동구 구월동 1138,인천시의회 앞,37.456315,126.705926,24시간,1899-2100
3824,시흥지사,경기 시흥시 은행동 606-2,사옥 뒷문 주차장,37.44675633,126.8030812,24시간,1899-2100
3770,송파공영주차장,서울 송파구 송파동 128,실내 주차장 1층,37.50700839,127.113349,24시간,1899-2100
3825,KBS전주총국,전북 전주시 완산구 효자동3가 1629,KBS 정문 지상주차장,35.8225308,127.1050187,24시간,1899-2100
3753,안동농수산물도매시장,경북 안동시 풍산읍 노리 953-8,안동농수산물도매시장,36.58932973,128.6095659,24시간,1899-2100
3668,에코시티 더샵3차아파트,전북 전주시 덕진구 송천동2가 1304,지하 2층 주차장,35.873408,127.134286,24시간,1899-2100
3669,만성골드클래스아파트,전북 전주시 덕진구 만성동 1367-1,지하,35.846839,127.078837,06~23시,1899-2100
3672,리슈빌아파트,충청북도 진천군 덕산읍 두촌리 2487,604동 지상주차장,36.9,127.5319,24시간,1899-2100
3674,청주가경대림아파트,충청북도 청주시 흥덕구 가경동 764,106동 앞 지상주차장,36.631,127.435,24시간,1899-2100
3675,호수마을,충청북도 충주시 문화동 2305,제1지하주차장 102동 출입로,36.96695,127.925085,24시간,1899-2100
3676,유원2차아파트,충청북도 충주시 연수동 421-7,6동 뒷편 지상주차장,36.981134,127.942553,24시간,1899-2100
3685,신길온천휴먼빌2차,경기도 안산시 단원구 신길동 1447,지하 2층 주차장,37.33742499,126.7747056,24시간,1899-2100
3687,미사강변더샵센트럴포레아파트,풍산동 미사강변대로 55,지하1층 지하주차장 출입구 앞 주차면,37.5553958,127.185855,24시간,1899-2100
3691,화정 모아맨션,광주 서구 화정동 896-1,(실외완전노출)지상,35.14582156,126.8707668,24시간,1899-2100
3692,상무지오스테이션아파트,광주 서구 쌍촌동 1378,(실내지하)지하,35.16137447,126.8645353,24시간,1899-2100
3693,초원골드맨션,전라남도 목포시 대의동2가 1-10,(실내지상)지상,34.78701427,126.3815346,24시간,1899-2100
