충전소ID,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처
3249,동탄역반도유보라아이비파크5차,경기도 화성시 오산동 967-1467,B2F 07,37.19512784,127.0907712,24시간,1899-2100
2514,달성유통센터,대구광역시 달성군 화원읍 성천로 9,지하주차장(서측),35.79943,128.486618,06~23시,1899-2100
2638,동두천월드메르디앙,경기도 동두천시 생연동 231,107동 지하주차장 지하2층,37.90504877,127.0645763,24시간,1899-2100
3199,청광플러스원,충청남도 당진시 읍내동 당진중앙2로 184,지하주차장,36.895832,126.63445,24시간,1899-2100
1949,계양우방맨션,경상북도 경산시 사동 595,101동 앞지상주차장,35.814792,128.756252,24시간,1899-2100
2747,미사강변13단지,경기도 하남시 망월동 아리수로 565,1306동 지하1층 주차장,37.567849,127.187895,24시간,1899-2100
2753,아이파크시티2단지,경기도 수원시 권선구 권선동 1361,213동 앞 지하2층,37.243844,127.029147,24시간,1899-2100
2771,백송8단지선경코오롱아파트,경기도 고양시 일산동구 백석동 백석로 151,우측 806동 앞 지하주차장 1층 입구,37.65074106,126.7929911,24시간,1899-2100
2980,지산오차드힐아파트,제주특별자치도 서귀포시 서홍동 1597-1,서귀포 지산오차드힐 아파트,33.26118022,126.5549881,24시간,1899-2100
858,가재마을12단지,세종특별자치시 종촌동 652,지하주차장,36.50621,127.250687,24시간,1899-2100
1434,학익동아풍림 아파트,인천광역시 미추홀구 학익동 719,208주차장 지하1층 입구 오른편,37.442307,126.660976,미개방,1899-2100
76,내서읍사무소,경상남도 창원시 마산회원구 내서읍 중리 1049-2,건물정면 오른쪽 지상주차장,35.247412,128.508176,주중/주말 : 24시간,1899-2100
2842,송산주공5단지 뜨란채아파트,경기도 의정부시 민락동 731-3,502동 지하주차장 1층,37.74536772,127.0883301,24시간,1899-2100
2865,대방노블랜드(2차)아파트,경기도 파주시 금촌동 1015,"지하1층 주차장 D06, D07",37.77008013,126.7705378,24시간,1899-2100
805,중계주공4단지 아파트,서울특별시 노원구 중계동 덕릉로76길 29,지상 관리사무소 앞,37.656063,127.076178,24시간,1899-2100
2472,포로수용소유적공원,경상남도 거제시 계룡로 61,관광안내소 앞 지상주차장,34.876193,128.625548,24시간,1899-2100
2837,의왕내손이편한세상2단지,경기도 의왕시 내손동 내손로 88-13,B1F O33,37.387922,126.981593,24시간,1899-2100
1495,단양성원 아파트,충청북도 단양군 단양읍 별곡리 570,지하 2층 주차장 전기실 옆 벽면,36.985518,128.37047,24시간,1899-2100
3130,창동대우아파트,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",105동 지하2층 D09,37.642224,127.037342,24시간,1899-2100
3534,봉화지사,,사옥내 주차장,36.886126,128.741336,24시간,1899-2100
4038,동구생활문화센터,대전광역시 동구 가오동 559-1,센터 건물주차장 입구,36.30419544,127.4589945,24시간,1899-2100
4065,부여읍 행정복지센터,충청남도 부여군 부여읍 동남리 692,부여읍 행정복지센터 정문 왼편 주차장,36.275517,126.911279,24시간,041-830-1237
3470,여수공항,"전라남도 여수시 율촌면 여순로 386 (신풍리, 여수공항)",(실외완전노출) 주차장 출구 좌측,34.839538,127.613154,24시간,1899-2100
3379,동부면사무소,경상남도 거제시 동부면 동부로 16,동부면사무소 옥외주차장,34.82160083,128.6081498,24시간,1899-2100
80,의령지사,경상남도 의령군 의령읍 서동리 327-1,정문 좌측,35.31937142,128.2566277,주중/주말 : 06시~23시,1899-2100
1927,금광베네스타,전라북도 군산시 미룡동 71,104동 지하 2층 주차장(구역 B2B 22),35.940657,126.691475,24시간,1899-2100
152,보은지사(공용),충청북도 보은군 보은읍 장신리 34,보은지사 후문 주차장 좌측,36.481509,127.711897,주중/주말 : 06시~23시,1899-2100
1485,율량두진백로그린타운,충청북도 청주시 청원구 율량동 충청대로139번길 18,104동 지하주차장 우측,36.669471,127.493409,24시간,1899-2100
1335,양벌리우림아파트,경기 광주시 오포읍 양벌리 359,지하2층 주차장,37.37778175,127.2594213,24시간,1899-2100
2453,원삼면사무소,경기도 용인시 처인구 원삼면 고당리 88-1,지상주차장,37.16642524,127.3131015,24시간,1899-2100
1232,파주힐스테이트2차,경기도 파주시 문산읍 당동1로 67,구내 지하주차장 D47,37.86403029,126.7725493,24시간,1899-2100
2240,동화마을 신동아파밀리에,경기도 화성시 봉담읍 동화리 647,103동 앞 B1F 28,37.222437,126.958832,24시간,1899-2100
2704,상무2차호반리젠시빌,광주광역시 서구 유촌동 상무버들로 45,(실외완전노출)관리사무소 옆,35.163965,126.858309,24시간,1899-2100
1107,나래마을,대구광역시 달서구 도원동 한실로 29,지하주차장(801-810동 사이),35.808652,128.529815,24시간,1899-2100
1007,광화문스페이스본 아파트,서울특별시 종로구 사직동 사직로8길 4,지하3층주차장 8번 기둥,37.57424,126.96871,24시간,1899-2100
283,국립현대미술관 서울관,서울특별시 종로구 삼청로 30,지하3층 주차장 6번 기둥,37.579613,126.98038,주중/주말 : 24시간,1899-2100
2726,문래자이아파트,서울특별시 영등포구 문래동3가 당산로4길 12,정문지나 좌측 108동앞 제2주차장 지하1층 ,37.51627692,126.8973919,24시간,1899-2100
955,타워팰리스G동,서울특별시 강남구 도곡동 언주로30길 26,지하5층,37.48776235,127.0525283,24시간,1899-2100
988,방학5단지 신동아 아파트,서울특별시 도봉구 방학동 방학로12길 53,지하1층 좌회전 2번,37.663214,127.028786,24시간,1899-2100
3536,한국전력 경산지사,,1층 주차장,35.8233154,128.73668,06~23시,1899-2100
3531,첨단공용차고지,광주 북구 월출동 696-9,(실외캐노피기설) 차고지 부지 내,35.2392326,126.8626173,24시간,1899-2100
3535,군위지사,,사옥 내 주차장,36.238367,128.566408,24시간,1899-2100
4032,동탄8동 행정복지센터,경기도 화성시 장지동 927,지하주차장 내,37.1993313,127.094829,08:00~23:59,1899-2100
4034,덕우공단 공영주차장,경기도 화성시 봉담읍 덕우리 278,덕우공단 공영주차장 내,37.16012281,126.9166617,24시간,1899-2100
4070,충남과학교육원,충청남도 아산시 장존동 185-9,지하주차장,36.74887216,126.9919908,24시간,1899-2100
3465,국민체육센터,강원도 고성군 거진읍 송포리 634-1,주차장,38.435167,128.452743,24시간,1899-2100
3466,국민체육센터,강원도 고성군 거진읍 송포리 634-1,주차장,38.2608,128.271,24시간,1899-2100
3467,제주해양경찰서,제주특별자치도 건입동 908,주차장,33.519952,126.540272,24시간,1899-2100
3326,첨단우미1차아파트,광주광역시 광산구 월계동 첨단중앙로181번길 65,(실외완전노출)아파트 진잎후 오른쪽,35.218744,126.834967,24시간,1899-2100
1050,교동e-편한세상 아파트,강원도 강릉시 교동 357,104동 지하1층주차장,37.770659,128.895989,24시간,1899-2100
3473,서귀포지사2,제주특별자치도 서귀포시 법환동 734,주차장,33.25434638,126.5112927,24시간,1899-2100
3235,중앙동 롯데캐슬아파트,경기도 성남시 중원구 희망로 415,지하 3층 주차장,37.442457,127.158659,24시간,1899-2100
2350,롯데캐슬엠파이어,서울특별시 영등포구 여의도동 의사당대로 127,지하5층 6번 기둥,37.52024136,126.9264086,24시간,1899-2100
3296,라테라스삼성,서울특별시 강남구 삼성동 봉은사로 645,지하3층,37.515489,127.065721,24시간,1899-2100
3157,칠곡그린빌4단지,대구광역시 북구 구암동 구암서로 22,"410동 지하 1층 ,406동 지하 1층 주차장",35.93816,128.566805,24시간,1899-2100
3303,한진로즈힐비치(2단지),경남 통영시 무전동 1054-5,지하,34.86448776,128.4215835,06~23시,1899-2100
3182,신정이펜하우스 2단지,서울특별시 양천구 신정이펜2로 55,지하1층 216동 123기둥,37.515688,126.830737,06~23시,1899-2100
3275,문정래미안아파트,서울특별시 송파구 문정동 문정로 83,125동과 121동 사이 P6주차장 B3 가 1기둥,37.490893,127.130226,24시간,1899-2100
3247,강일리버파크11단지,서울특별시 강동구 강일동 고덕로97길 100,지하1층 좌회전 좌회전 81번 기둥,37.562856,127.17973,24시간,1899-2100
1455,신동아 아파트,강원도 삼척시 교동 745-1,101동 뒤편 주차장,37.44970031,129.1757172,24시간,1899-2100
3293,미림청솔아파트,충청북도 제천시 장락동 청전대로 211,102동 지하주차장,37.152512,128.221685,24시간,1899-2100
3389,덕산혁신 도시출장소,충청북도 진천군 덕산면 연미로 29,주차장 좌측 지상,36.898573,127.52871,24시간,1899-2100
3427,북천보건지소,,북천면사무소 입구 왼쪽 주차장,35.11511181,127.8928647,24시간,1899-2100
2363,동편마을4단지,경기도 안양시 동안구 관양동 동편로 135,B1 055,37.40927,126.968995,24시간,1899-2100
2226,홈플러스 거제점,경상남도 거제시 장평로 12,지하4층주차장 K01기둥,34.891262,128.616807,24시간,1899-2100
1768,하동송보파인빌,,지상주차장,35.07310128,127.7416385,24시간,1899-2100
3256,영평휴스토리,제주특별자치도 제주시 영평동 2682,지상,33.48814181,126.5534138,24시간,1899-2100
3342,구포대우아파트,부산광역시 북구 구포동 849-1,변전실 위 옥외(지상)주차장,35.19831192,129.0105738,24시간,1899-2100
3378,경남도청 서부청사,경상남도 진주시 초전동 348-2,실외체육시설 앞 지상주차장(주소: 초전동 348),35.212715,128.12072,24시간,1899-2100
3483,인구해변 충전소,강원 양양군 현남면 인구리 628,인구해변 공용 주차장,37.9705629,128.7622432,24시간,033-670-1275
3173,월성동서타운,대구광역시 달서구 월성동 학산로7길 5,지하주차장(바로 좌측),35.82844,128.531701,24시간,1899-2100
908,포천일신 아파트,경기도 포천시 신읍동 301-5,두번째 지하주차장,37.89711276,127.1900061,24시간,1899-2100
947,도곡렉슬 아파트,서울특별시 강남구 도곡동 선릉로 221,지하2층  P2 .H37 기둥,37.49420756,127.049733,24시간,1899-2100
1195,제주외도아름마을LH 아파트,제주특별자치도 제주시 외도일동 우정로18길 25,주차장,33.48422686,126.4284657,24시간,1899-2100
2146,홈플러스 목포점,전라남도 목포시 용당동 1087-1,(실내지상) 4층 25,34.80593278,126.3997952,06~23시,1899-2100
387,행복날개 주유소,제주특별자치도 제주시 용문로 12,주유소 왼쪽,33.505297,126.497593,주중/주말 : 24시간,1899-2100
3394,남산공원 오토캠핑장,경상남도 고성읍 신월리 657-7,캠핑장 앞,34.955684,128.328597,24시간,1899-2100
3604,쌍용스윗닷홈 거여1차 아파트,서울 송파구 거여동 28,"지하2층 102동 1,2호라인",37.49182577,127.1467064,24시간,1899-2100
3605,잠실파크인수,서울 송파구 잠실동 250-5,지하3층 전기실 옆,37.50473262,127.0877405,24시간,1899-2100
3606,마곡수명산파크8단지,서울 강서구 내발산동 745,지하1층 7동 동쪽끝,37.55097482,126.8285923,24시간,1899-2100
3608,항동하버라인3단지,서울 구로구 항동 119-12,지하2층 주차장 옆 수전실,37.47964958,126.8242612,24시간,1899-2100
3610,문래건영아파트,서울 영등포구 문래동3가 93-1,지하,37.51827644,126.8925387,24시간,1899-2100
3611,광주브라운스톤아파트,경기도 광주시 송정동 560,입주자관리실 앞 주차장,37.41771115,127.2731754,24시간,1899-2100
3612,이편한세상태재2단지,경기도 광주시 오포읍 신현리 1237,201동앞 지하주차장 입구,37.35877418,127.1543992,24시간,1899-2100
3614,월든힐스3단지,경기도 성남시 분당구 운중동 873,지하2층 B28과 B29사이,37.39332827,127.0684407,24시간,1899-2100
3615,판교알파리움1단지,경기도 성남시 분당구 백현동 531,지하2층 103동과 104동 사이,37.39550454,127.1074185,24시간,1899-2100
3616,안산힐스테이트중앙,경기도 안산시 단원구 고잔동 853,지하 1층 주차장,37.31992896,126.8352246,24시간,1899-2100
3617,삼정그린코아더베스트,경기도 안성시 당왕동 584,113동 지상주차장(안성의료원 앞),37.01903073,127.2618369,24시간,1899-2100
3618,오산신동아2차아파트,경기도 오산시 서동 125-8,지하 1층 주차장,37.14396407,127.0442492,24시간,1899-2100
3475,두류공원 초급속 EV충전소,대구광역시 달서구 두류동 595,광장휴게소 뒤쪽 주차장,35.851561,128.558186,24시간,1899-2100
2208,김해 율하체육관,경상남도 김해시 관동동 1123-1,체육관 내 야외주차장,35.17833382,128.8212112,24시간,1899-2100
2331,광려천벽산블루밍2차아파트,경상남도 함안군 칠원읍 오곡리 113,206동뒤(지상),35.27600883,128.5215869,24시간,1899-2100
1354,대주파크빌 아파트,서울특별시 노원구 공릉동 섬밭로 52,지하2층 1번,37.621498,127.072176,24시간,1899-2100
2379,방학금광포란재,서울특별시 도봉구 방학동 도봉로150바길 26,지하1층 들어가자마자 좌측,37.664732,127.045172,24시간,1899-2100
1463,쌍용 아파트,강원 동해시 천곡동 942,지하2층 주차장 입구장,37.52017291,129.1200493,24시간,1899-2100
1330,반도유보라2차,경기도 화성시 영천동 716,409동 앞 B1F D15,37.2097566,127.1163276,24시간,1899-2100
2457,동부동주민센터,경기도 용인시 처인구 마평동 533-8,지상주차장,37.23285547,127.2191565,24시간,1899-2100
3361,한라비발디2차아파트,강원도 원주시 우산동 823,지하1층 야외주차장,37.36335762,127.9307262,24시간,1899-2100
2348,개봉대상아파트,서울 구로구 개봉동 477,지하1층,37.48227983,126.8498977,06~23시,1899-2100
3620,새천년그린빌1단지아파트,경기도 용인시 기흥구 신갈동 681,지하B1주차장 M 기둥 좌측,37.28992313,127.1106571,24시간,1899-2100
3625,월곡 한성2차,광주광역시 광산구 월곡동 월곡산정로 96-21,(실외완전노출)지상202동옆,35.164526,126.8141,06~23시,1899-2100
3626,수완현진에버빌2단지,광주광역시 광산구 장덕동 풍영로169번길 46,(실내지하)지하주차장,35.187136,126.810918,24시간,1899-2100
3628,효천1중흥S-클래스에코파크,광주 남구 임암동 855,(실내지하)지하B22,35.10398723,126.8752914,24시간,1899-2100
3634,인터불고코아루아파트,충남 논산시 대교동 340,지하,36.21207,127.089494,24시간,1899-2100
3635,한화꿈에그린스마일시티아파트,,108동 지하,36.841687,127.101007,24시간,1899-2100
3637,하이빌현대아파트,강원 강릉시 교동 1759,"A지하 2대, B지하 2대",37.76543286,128.8832784,24시간,1899-2100
3642,평창올림픽선수촌아파트,강원 평창군 대관령면 수하리 500,지하주차장 107동 부근,37.6585171,128.6952573,24시간,1899-2100
3643,신제주아파트,제주특별자치도 제주시 노형동 1274-9,,33.48946017,126.4811,,1899-2100
3645,경남혁신도시LH4단지,경남 진주시 충무공동 230,403-D49-2/409-B42-5,35.1797405,128.1490043,24시간,1899-2100
3648,대원 꿈에그린아파트,경남 창원시 의창구 대원동 40,지하주차장 지하2층 변전실 옆,35.23500725,128.6475663,24시간,1899-2100
3649,일산아이파크1단지아파트,경기도 고양시 일산서구 덕이동 1524,지하2층 90번기둥 부근,37.70383533,126.7532505,24시간,1899-2100
3652,궁의문아파트,경기 남양주시 진접읍 연평리 846,지하,37.70616131,127.1857753,24시간,1899-2100
2359,래미안강남힐즈,서울특별시 강남구 자곡동 자곡로 101,지하1층 들어가서 바로 좌측,37.47265589,127.0958063,24시간,1899-2100
267,태백지사,강원 태백시 황지동 201-22,지사주차장,37.158349,128.987216,주중/주말 : 06시~23시,1899-2100
753,매탄현대힐스테이트,경기도 수원시 영통구 매탄동 권광로 302,119동 앞 B1F,37.270262,127.037798,24시간,1899-2100
1420,인천청라하우스토리,인천광역시 서구 청라동 155-2,지하 1층 73,37.534549,126.641197,24시간,1899-2100
2143,광주유통센터,광주광역시 광산구 임방울대로 261,(실외캐노피기설)주창장 3층 출구지점,35.18502647,126.8186606,24시간,1899-2100
2229,제주공항,제주특별자치도 제주시 용담2동 1950-5,주차장,33.50475714,126.4933755,24시간,1899-2100
1891,세영첼시빌 아파트,충청북도 충주시 칠금동 628,104동앞 지상 관리사무소 옆,36.986242,127.920151,24시간,1899-2100
2452,양지면사무소,경기도 용인시 처인구 양지면 양지리 701-9,지상주차장,37.23525575,127.2797769,24시간,1899-2100
1645,보성은하타운,대구광역시 달서구 상인동 월곡로 320,지하주차장(106-107동 사이),35.822711,128.535217,24시간,1899-2100
774,화성동탄상록예가,경기도 화성시 능동 1087,지하주차장 754동 맞은편 기계실옆,37.21613194,127.0583242,24시간,1899-2100
2279,초지두산위브아파트,경기도 안산시 단원구 초지동 796,B2F B01,37.326863,126.804909,24시간,1899-2100
1819,센트럴하이츠아파트,경기도 수원시 영통구 망포동 영통로154번길 51-16,B1F 93,37.242169,127.058693,24시간,1899-2100
2415,용봉동쌍용예가,광주광역시 북구 용봉동 999,(실내지하)주차장관리사무소B-23,35.185741,126.889758,24시간,1899-2100
3083,한양대학교,서울특별시 성동구 사근동 110,한양대 한양종합기술연구원 주차장,37.557023,127.047167,24시간,1899-2100
3363,한진로즈힐비치(1단지),,지하,34.86177323,128.423107,06~23시,1899-2100
3395,포천종합체육관,경기도 포천시 호국로 1518,체육관앞 지상주차장,37.888753,127.201336,24시간,1899-2100
3533,매월동 전기버스 충전소,광주 서구 매월동 373-1,(실외캐노피기설)매월동 버스공용차고지,35.11259041,126.8438566,24시간,1899-2100
3650,일산에듀포레푸르지오아파트,경기도 고양시 일산서구 탄현동 1650,지하2층 62번63번기둥 부근,37.7039869,126.7679975,24시간,1899-2100
3428,창녕군보건소,경상남도 창녕군 창녕읍 교리 996-1,건물정면 왼쪽편 지상주차장,35.543933,128.490986,24시간,1899-2100
2483,농업기술센터 주차장,경상남도 함양군 함양읍 이은리 67,정문에서 왼쪽 지상주차장,35.507889,127.741757,24시간,1899-2100
4074,고운동 복합커뮤니티센터(남측),세종특별자치시 고운동 1712,장애인주차장 옆,36.50454207,127.2353076,24시간,1899-2100
3655,김포한강모아미래도엘가,,지하 2층 기둥번호 C132,37.649518,126.662362,24시간,1899-2100
3658,냇마을신영지웰아파트,인천광역시 남동구 논현동 604-1,지하,37.40354823,126.7289315,24시간,1899-2100
3659,한화에코메트로11단지,인천광역시 남동구 논현동 774-1,지하2층 021,37.39348608,126.7304991,24시간,1899-2100
3661,송도글로벌파크베르디움,인천광역시 연수구 송도동 191-2,지하2층,37.3753745,126.656366,24시간,1899-2100
3662,신흥대림아파트,인천 중구 신흥동1가 34-2,지하,37.46667166,126.6304607,24시간,1899-2100
3663,지곡동현대엠코타운,,지하,35.95106648,126.7143308,24시간,1899-2100
3666,효자1차엘드수목토아파트,전라북도 전주시 완산구 효자동2가 세내로 241,103동 1-2라인 지하주차장,35.8123929,127.1094648,24시간,1899-2100
3632,공주월송흥화하브아파트,충남 공주시 금흥동 628,지하,36.47841617,127.1513011,24시간,1899-2100
1843,구성자이3차,경기도 용인시 기흥구 마북동 구교동로118번길 7,지하주차장 연두색기둥 13,37.302987,127.118925,24시간,1899-2100
3431,녹양환승 공영주차장,경기도 의정부시 녹양동 413,입구왼쪽,37.760626,127.041833,24시간,1899-2100
459,삼계현대아파트,경상남도 창원시 마산회원구 내서읍 삼계리 21,102동 앞 지하1층주차장 A2기둥,35.233252,128.502102,24시간,1899-2100
3289,빛가람LH1단지,전라남도 나주시 빛가람동 그린로 63,지하,35.015863,126.778317,24시간,1899-2100
3436,이순신공원 주차장,전라남도 여수시 웅천동 1865-1,(실외완전노출) 주차장 끝지점,34.74348569,127.683248,24시간,1899-2100
3443,빛가람동호수공원,전라남도 나주시 빛가람동 346-1,주차장,35.01891633,126.7867964,24시간,1899-2100
3425,삼천포체육관 주차장,경상남도 사천시 용강동 817,체육관건물뒤 지상주차장,34.943219,128.088083,24시간,1899-2100
3282,명주2차 아파트,제주특별자치도 제주시 이도2동 1909-6,지상,33.48950687,126.5312111,24시간,1899-2100
3410,수안보 증원회관,충청북도 충주시 수안보면 물탕2길 17,수안보하이스파 무료주차장 우측,36.846926,127.989817,24시간,1899-2100
3401,공영주차장,경상북도 의성군 의성읍 상리리 742-31,지상주차장(남측),36.350173,128.704613,24시간,1899-2100
3246,호반베르디움2차,경상북도 예천군 호명면 양지로 14,지하주차장(207동 13라인 앞),36.576081,128.48121,24시간,1899-2100
3542,부산대양산캠퍼스역,경남 양산시 물금읍 범어리 2804,실내주차장,34,124,24시간,1899-2100
4033,동탄2 크린에너지센터,경기도 화성시 송동 681-244,주차장 내,37.1755053,127.0956533,24시간,1899-2100
4062,덕풍수리골공원 공영주차장,,지하1층,37.5453048,127.1983923,24시간,1899-2100
4064,힐즈파크푸르지오2단지,경기도 하남시 풍산동 626,지하1층,37.5424025,127.1954812,24시간,1899-2100
4083,대구서부경찰서,대구광역시 서구 평리동 1230-8,지하주차장,38.871533,128.558075,24시간,1899-2100
4071,대호지면사무소,충청남도 당진시 대호지면 조금리 183,대호지면 공용주차장 오른쪽,36.89991259,126.5039495,24시간,1899-2100
4073,기지시줄다리기박물관,충청남도 당진시 송악읍 기지시리 49-1,기지시줄다리기박물관 왼쪽,36.89604323,126.6949861,24시간,1899-2100
3973,김해산업진흥의생명융합재단,경상남도 김해시 주촌면 농소리 155-1,-,35.215698,128.832893,24시간,1899-2100
3985,르네시떼,부산광역시 사상구 괘법동 529-1,-,35.16423006,128.9777736,24시간,1899-2100
3989,김해진영휴먼시아6단지,경상남도 김해시 진영읍 여래리 973,주차장,35.3074276,128.7429554,24시간,1899-2100
3990,대아아파트,경상남도 김해시 안동 333-2,주차장,35.23784797,128.9156709,24시간,1899-2100
1757,롯데인벤스 아파트,경상남도 밀양시 내이동 1390,지하1층 입구 앞,35.48807968,128.7399459,24시간,1899-2100
2712,밀양삼문휴먼시아,경상남도 밀양시 삼문동 567,지상1층 107동 바로 앞쪽,35.48037445,128.7503873,24시간,1899-2100
1127,삼계아이파크,경상남도 김해시 삼계동 1543,105동~106동지하2층주차장,35.2593359,128.864701,24시간,1899-2100
3653,미리내마을4-4,경기 남양주시 별내동 1037,지하 1층 4409동 제2주차장,37.6440375,127.1165142,24시간,1899-2100
1240,일산3차현대홈타운,경기도 고양시 일산서구 일산동 일청로 45,지하주차장 왼쪽 끝 H107,37.68802804,126.7719722,24시간,1899-2100
4101,위례자연앤센트럴자이 아파트,경기도 성남시 수정구 창곡동 504,지하2층 3218동,37.4737382,127.138692,24시간,1899-2100
3790,칠곡홈플러스(추가분),대구 북구 동천동 968,지하1층 주차장,35.94487624,128.5560423,09시~23시,1899-2100
3900,기산그린타운연립,강원 강릉시 내곡동 267,주차장,37.73444676,128.8808369,24시간,1899-2100
4093,관악산현대홈타운,경기도 안양시 만안구 석수동 166,아파트,37.420683,126.912119,24시간,1899-2100
4107,다산체육공원,경기도 남양주시 다산동 6033,다산체육공원 주차장,37627614,127159622,24시간,1899-2100
4111,신림주공2단지,서울특별시 관악구 신림동 1713,지하3층,33,124,24시간,1899-2100
4131,율량삼성아파트2차,충청북도 청주시 청원구 율량동 1180,,33,124,24시간,1899-2100
3878,금남배전스테이션,광주 동구 금남로4가 81-1,(실내지상)1층 주차장,35.150571,126.914295,24시간,1899-2100
1992,서부주공 아파트,부산광역시 기장군 기장읍 서부리 102,아파트 지하주차장,35.13737589,129.0655711,24시간,1899-2100
3980,울산대교 전망대 공영주차장,,-,35.50402279,129.4141449,24시간,1899-2100
3982,사하구 제2청사,부산광역시 사하구 신평동 646-2,-,35.09493723,128.9618934,24시간,1899-2100
3987,교동일동미라주아파트,경상남도 양산시 교동 605,-,35.34682915,129.0214373,24시간,1899-2100
4108,원석비바체아파트 전기차충전소,경기도 양평군 용문면 다문리 390-22,아파트 지상주차장,37.490426,127.597775,24시간,1899-2100
3866,문정근린공원 공영주차장,서울 송파구 문정동 38-3,지하1층,37.4859415,127.1236855,24시간,1899-2100
4121,충북 MBC,충청북도 청주시 흥덕구 가경동 352-8,지상주차장 내,33,124,24시간,1899-2100
4126,중앙탑면 행정복지센터,충청북도 충주시 중앙탑면 탑평리 180-5,,33,124,24시간,1899-2100
4129,청주가경아이파크1단지,충청북도 청주시 흥덕구 가경동 2220,,33,124,24시간,1899-2100
4130,율량동아아파트,충청북도 청주시 청원구 율량동 1569,,33,124,24시간,1899-2100
4134,신곡주공4단지 아파트,경기도 의정부시 신곡동 754,409동 쪽 지하2층 주차장,37.73846473,127.0582374,24시간,1899-2100
4135,양주문화예술회관,경기도 양주시 광적면 광석리 132,양주문화예술회관 앞 지상 주차장,37.81256002,126.9729319,24시간,1899-2100
4139,창전현대아파트,경기도 이천시 창전동 1-1,지상주차장,37.2829,127.4541,24시간,1899-2100
4115,시흥배곧한라비발디3차-삭제예정,경기도 시흥시 정왕동 2558,"B1층47~51번, 2층53~57번",37.363364,126.71759,24시간,1899-2100
3631,만촌태왕아너스,대구광역시 수성구 만촌동 1481,지상,35.85649727,128.6485425,24시간,1899-2100
3937,거제2차아이파크,,,34.86689522,128.6500244,24시간,1899-2100
3696,혁신도시서한이다음4차,대구광역시 동구 숙천동 388,지하주차장,35.87880045,128.7531632,24시간,1899-2100
3943,수안채리치아파트,광주광역시 광산구 수완동 949,(실내지하) 진입후 좌측면,35.19518218,126.8258308,24시간,1899-2100
3629,센텀큐브아파트,,지하주차장(505동1~2라인앞),35.30717,128.739562,24시간,1899-2100
4142,에메랄드퀸 주상복합 아파트,전라남도 목포시 상동 1139-7,7층 주차장,34.79797376,126.4337139,24시간,1899-2100
3857,의정부과학도서관,경기 의정부시 신곡동 124-1,1층 주차장,37.74474537,127.0691148,24시간,1899-2100
3711,한라비발디아파트,충청북도 충주시 목행동 886,지하주차장,37.005871,127.918283,24시간,1899-2100
3854,울산지사(공용),울산광역시 남구 신정동 142-1,울산지사 후문 주차장내,35.541383,129.324816,06~23시,1899-2100
1877,홍천오드카운티,강원도 홍천군 홍천읍 갈마곡리 549,107동 지하1층주차장,37.69791005,127.9016085,06~23시,1899-2100
4089,수원시상수도사업소,,주차장,37.3003391,127.027403,24시간,1899-2100
3639,썬라이즈빌아파트,강원 양양군 강현면 정암리 162-6,주차장,38.13715355,128.614848,24시간,1899-2100
3228,한효아파트,경상남도 창원시 마산회원구 회원동 회원동3길 38,"1,2동 사이 지하주차장 내려가면 바로왼쪽",35.216969,128.571836,24시간,1899-2100
2435,허균허난설헌기념공원,강원도 강릉시 초당동 390,허균허난설헌기념공원 지상주차장,37.79114449,128.9100284,24시간,1899-2100
3894,테스트충전소,,,,,,1899-2100
4035,사강 공영주차장,경기도 화성시 송산면 사강리 675,사강 공영주차장 내,37.21369472,126.7354781,24시간,1899-2100
4066,남평동사리공용주차장,전라남도 나주시 남평읍 동사리 336-4,동사리337-1(공용주차장),35.04477081,126.8488165,24시간,1899-2100
3613,탑마을 경남아너스빌,,지하1층 701동과 702동 사이,37.4064829,127.1303938,24시간,1899-2100
3550,한국전력공사 청양지사,충남 청양군 청양읍 벽천리 270-11,지상주차장,36.444877,126.798771,24시간,1899-2100
4063,덕풍어린이공원 공영주차장,,지하1층,37.5399118,127.1974249,24시간,1899-2100
1766,현대성우오스타1단지,경상남도 통영시 광도면 안정1길 53,104동 앞 지하1층주차장 A33기둥,34.945551,128.41191,24시간,1899-2100
1308,모아미래도2단지아파트,경기도 평택시 포승읍 도곡리 1115,203동 B1F,36.988064,126.84913,24시간,1899-2100
3889,오산 신동아2차 아파트,경기도 오산시 서동 125-8,지하1층 전기실앞(구역번호없음),37.144155,127.044201,24시간,1899-2100
4110,대방차고,서울특별시 동작구 대방동 67-1,주차장,33,124,24시간,1899-2100
3638,LH선수촌8단지아파트,강원 강릉시 유천동 778,"제1,2,3 지하주차장(4,2,2)",37.76234901,128.8676204,24시간,1899-2100
3883,광양읍 목성 주공아파트,전라남도 광양시 광양읍 목성리 976-4,(실외완전노출)관리사무소 뒷편 주차장,34.9783957,127.588746,24시간,1899-2100
3856,동서울 전력지사,경기 하남시 감일동 산 2,사옥주차장,37.51092655,127.1674309,24시간,1899-2100
3971,평택센트럴자이3단지,경기도 평택시 동삭동 852,310동 지하,37.02007913,127.100325,24시간,1899-2100
3976,김해가야테마파크,경상남도 김해시 어방동 986,-,35.25007,128.893107,24시간,1899-2100
3992,마석그랜드힐2차,경기도 남양주시 화도읍 마석우리 71-4,지하1층 주차장,37.650295,127.319574,24시간,1899-2100
