sidoName,stationName,mangName,so2Value,coValue,o3Value,no2Value,pm10Value,pm25Value,khaiValue
충남,인주면,도시대기,0.003,0.7,0.004,,67,34,
충남,장재리,도로변대기,0.004,0.8,0.003,0.032,93,41,105
충남,논산,도시대기,0.003,0.6,0.003,0.017,50,17,83
충남,연무읍,도시대기,0.002,0.6,0.004,0.016,53,26,85
충남,성동면,도시대기,0.003,0.7,0.005,0.018,53,26,77
충남,파도리,교외대기,0.001,0.3,0.033,0.004,34,27,74
충남,이원면,도시대기,0.003,0.3,0.032,0.004,22,12,52
충남,태안읍,도시대기,0.003,0.7,0.005,0.031,31,19,64
충남,격렬비열도,국가배경농도,,,,,,14,54
충남,원북면,도시대기,0.003,0.5,0.002,0.028,30,15,47
충남,예산군,도시대기,0.003,0.4,0.009,0.02,44,23,72
충남,삽교읍,도시대기,0.002,0.7,0.004,0.012,54,34,116
충남,대천2동,도시대기,0.003,0.4,0.009,0.017,30,23,77
충남,주교면,도시대기,0.002,0.5,0.004,0.018,42,14,71
충남,외연도,국가배경농도,0.004,0.3,0.016,0.005,34,18,65
충남,홍성읍,도시대기,0.004,0.7,0.004,0.026,42,29,87
충남,내포,도시대기,0.002,0.4,0.006,0.027,31,9,60
충남,금산읍,도시대기,0.003,0.5,0.003,0.019,36,32,85
충남,청양읍,도시대기,0.003,0.3,0.007,0.01,23,14,77
충남,정산면,도시대기,0.003,0.8,0.006,0.011,39,25,66
충남,엄사면,도시대기,0.003,0.8,0.003,0.021,45,20,73
